id,stopPlaceId,name,lat,lon,modes,stopType
NSR:Quay:29361,NSR:Quay:29361,Tollboden,59.731021,10.221981,bus,bus
NSR:Quay:29366,NSR:Quay:29366,Rundtom,59.72995,10.22454,bus,bus
NSR:Quay:29372,NSR:Quay:29372,Havnegata 14,59.72988,10.22923,bus,bus
NSR:Quay:29379,NSR:Quay:29379,Tangen kirke,59.7306,10.235,bus,bus
NSR:Quay:29381,NSR:Quay:29381,Drammen Slip,59.72974,10.2405,bus,bus
NSR:Quay:29390,NSR:Quay:29390,Merket,59.727942,10.247812,bus,bus
NSR:Quay:29396,NSR:Quay:29396,Hans Tordsens gate,59.72569,10.24946,bus,bus
NSR:Quay:29400,NSR:Quay:29400,Veveribakken,59.72319,10.25405,bus,bus
NSR:Quay:29404,NSR:Quay:29404,Nordbyveien 21,59.72107,10.25724,bus,bus
NSR:Quay:29409,NSR:Quay:29409,Hyttemesterveien,59.71656,10.25863,bus,bus
NSR:Quay:29415,NSR:Quay:29415,Åskollen,59.711842,10.256648,bus,bus
NSR:Quay:29421,NSR:Quay:29421,Furulia,59.709677,10.257387,bus,bus
NSR:Quay:29427,NSR:Quay:29427,Solumstua,59.707246,10.258436,bus,bus
NSR:Quay:29511,NSR:Quay:29511,Ospelia,59.704957,10.257765,bus,bus
NSR:Quay:29516,NSR:Quay:29516,Lollandkrysset,59.702537,10.25677,bus,bus
NSR:Quay:29525,NSR:Quay:29525,Kniveveien 31,59.69979,10.26054,bus,bus
NSR:Quay:29532,NSR:Quay:29532,Einar Haflans vei,59.69993,10.26606,bus,bus
NSR:Quay:29540,NSR:Quay:29540,Kniveåsen barnehage,59.701509,10.268715,bus,bus
NSR:Quay:29549,NSR:Quay:29549,Kniveåsen snuplass,59.702181,10.273998,bus,bus
NSR:Quay:29546,NSR:Quay:29546,Kniveåsen snuplass,59.70232,10.27334,bus,bus
NSR:Quay:29541,NSR:Quay:29541,Kniveåsen barnehage,59.701668,10.268843,bus,bus
NSR:Quay:29531,NSR:Quay:29531,Einar Haflans vei,59.69989,10.26569,bus,bus
NSR:Quay:29526,NSR:Quay:29526,Kniveveien 31,59.69986,10.26007,bus,bus
NSR:Quay:29515,NSR:Quay:29515,Lollandkrysset,59.702793,10.257162,bus,bus
NSR:Quay:29512,NSR:Quay:29512,Ospelia,59.70543,10.258025,bus,bus
NSR:Quay:29426,NSR:Quay:29426,Solumstua,59.707285,10.25854,bus,bus
NSR:Quay:29420,NSR:Quay:29420,Furulia,59.71024,10.25729,bus,bus
NSR:Quay:29414,NSR:Quay:29414,Åskollen,59.712594,10.256924,bus,bus
NSR:Quay:29408,NSR:Quay:29408,Hyttemesterveien,59.71676,10.25905,bus,bus
NSR:Quay:29405,NSR:Quay:29405,Nordbyveien 21,59.72092,10.25774,bus,bus
NSR:Quay:29399,NSR:Quay:29399,Veveribakken,59.72314,10.25429,bus,bus
NSR:Quay:29395,NSR:Quay:29395,Hans Tordsens gate,59.72526,10.25003,bus,bus
NSR:Quay:29389,NSR:Quay:29389,Merket,59.727903,10.248216,bus,bus
NSR:Quay:29384,NSR:Quay:29384,Drammen Slip,59.72986,10.24049,bus,bus
NSR:Quay:29378,NSR:Quay:29378,Tangen kirke,59.7307,10.2363,bus,bus
NSR:Quay:29373,NSR:Quay:29373,Havnegata 14,59.73005,10.22989,bus,bus
NSR:Quay:29367,NSR:Quay:29367,Rundtom,59.73014,10.22432,bus,bus
NSR:Quay:29360,NSR:Quay:29360,Tollboden,59.731572,10.221118,bus,bus
NSR:Quay:29357,NSR:Quay:29357,Mads Wiels plass,59.73335,10.217712,bus,bus
NSR:Quay:29350,NSR:Quay:29350,Treschows gate,59.73464,10.2141,bus,bus
NSR:Quay:30216,NSR:Quay:30216,Tunveien,59.75518,10.14557,bus,bus
NSR:Quay:30218,NSR:Quay:30218,Elias Kræmmers vei,59.756,10.1406,bus,bus
